Lake,Monitoring_Location_ID,Characteristic_Name,GAM_Percent_Change,Lower_CI,Upper_CI
Hulah Lake,121400030020-01,Secchi,2978.16,2894.29,3063.7
Hulah Lake,121400030020-02,Secchi,3864.31,3744.66,3987.04
Hulah Lake,121400030020-03,Secchi,2947.57,2864.84,3031.92
Humphreys Lake,310810040150-01,Secchi,232.54,231.97,233.12
Humphreys Lake,310810040150-02,Secchi,215.58,215.09,216.06
Humphreys Lake,310810040150-03,Secchi,176.38,176,176.77
John Wells Lake,220200040030-01,Secchi,,,
John Wells Lake,220200040030-02,Secchi,,,
John Wells Lake,220200040030-03,Secchi,,,
Kaw Lake,621210000020-01,Secchi,1428.89,1360.72,1497.53
Kaw Lake,621210000020-02,Secchi,-24.39,-24.43,-24.35
Kaw Lake,621210000040-03,Secchi,1419.56,1351.87,1487.74
Kaw Lake,621210000040-04,Secchi,1571.65,1495.72,1648.29
Kaw Lake,621210000040-05,Secchi,1619.22,1540.78,1698.42
Keystone Lake,620900010020-06,Secchi,314.29,314.06,314.52
Keystone Lake,620900010020-07,Secchi,,,
Keystone Lake,620900010020-08,Secchi,216.27,216.11,216.44
Keystone Lake,620900010020-09,Secchi,296.41,296.2,296.62
Keystone Lake,620900010090-10,Secchi,174.1,173.97,174.23
Keystone Lake,620900010090-11,Secchi,-61.06,-61.09,-61.04
Keystone Lake,620900010090-12,Secchi,-276.8,-279.96,-273.63
Keystone Lake,621200010020-01,Secchi,612.93,612.3,613.55
Keystone Lake,621200010020-02,Secchi,322.89,322.66,323.13
Keystone Lake,621200010050-03,Secchi,756,755.17,756.83
Keystone Lake,621200010050-04,Secchi,288,287.8,288.21
Keystone Lake,621200010050-05,Secchi,132.32,132.24,132.4
Lake Carl Blackwell,620900040280-01,Secchi,-61.35,-72.05,-50.48
Lake Carl Blackwell,620900040280-02,Secchi,-33.31,-60.7,-4.74
Lake Carl Blackwell,620900040280-03,Secchi,-66.64,-93.99,-38.08
Lake Carl Blackwell,620900040280-04,Secchi,1608.25,1532.1,1684.79
Lake Carl Blackwell,620900040280-05,Secchi,45.66,44,47.33
Lake Chickasha,310830040020-01,Secchi,-833.33,-856.14,-810.43
Lake Chickasha,310830040020-02,Secchi,,,
Lake Chickasha,310830040020-03,Secchi,,,
Lake Chickasha,310830040020-04,Secchi,,,
Lake El Reno,520530000080-01,Secchi,-8.91,-12.72,-5.05
Lake El Reno,520530000080-02,Secchi,16.11,15.08,17.13
Lake El Reno,520530000080-03,Secchi,-18.16,-23.9,-12.31
Lake Ellsworth,311300030020-01,Secchi,,,
Lake Ellsworth,311300030020-02,Secchi,,,
Lake Ellsworth,311300030020-03,Secchi,,,
Lake Ellsworth,311300030020-04,Secchi,,,
Lake Ellsworth,311300030020-05,Secchi,,,
Lake Etling,720900000240-01,Secchi,,,
Lake Etling,720900000240-02,Secchi,,,
Lake Etling,720900000240-03,Secchi,,,
Lake Frederick,311310030120-01,Secchi,-6.23,-6.23,-6.23
Lake Frederick,311310030120-02,Secchi,,,
Lake Frederick,311310030120-03,Secchi,,,
Lake Frederick,311310030120-04,Secchi,,,
Lake Frederick,311310030120-05,Secchi,,,
Lake Henryetta,520700010180-01,Secchi,,,
Lake Henryetta,520700010180-02,Secchi,,,
Lake Henryetta,520700010180-03,Secchi,,,
Lake Hudson,121600020020-01,Secchi,,,
Lake Hudson,121600020020-02,Secchi,,,
Lake Hudson,121600020020-03,Secchi,,,
Lake Hudson,121600020020-04,Secchi,,,
Lake Hudson,121600020140-05,Secchi,,,
Lake Hudson,121600020140-06,Secchi,,,
Lake Hudson,121600020140-07,Secchi,,,
Lake Hudson,121600020140-08,Secchi,432.74,427.99,437.49
Lake Jean Neustadt,310800030140-01,Secchi,,,
Lake Jean Neustadt,310800030140-02,Secchi,,,
Lake Jean Neustadt,310800030140-03,Secchi,,,
Lake Jean Neustadt,310800030140-05,Secchi,,,
Lake Konawa,520600010100-01,Secchi,,,
Lake Konawa,520600010100-02,Secchi,,,
Lake Konawa,520600010100-03,Secchi,,,
Lake Konawa,520600010100-04,Secchi,,,
Lake Konawa,520600010100-05,Secchi,,,
Lake Lawtonka,311300040070-01,Secchi,-52.32,-52.36,-52.28
Lake Lawtonka,311300040070-02,Secchi,,,
Lake Lawtonka,311300040070-03,Secchi,,,
Lake Lawtonka,311300040070-04,Secchi,-77.55,-77.6,-77.5
Lake Lawtonka,311300040070-05,Secchi,,,
Lake Louis Burtschi,310820020070-01,Secchi,24.65,23.66,25.65
Lake Louis Burtschi,310820020070-02,Secchi,-48.16,-50.08,-46.24
Lake Louis Burtschi,310820020070-03,Secchi,,,
Lake McAlester,220600020030-01,Secchi,,,
Lake McAlester,220600020030-02,Secchi,,,
Lake McAlester,220600020030-03,Secchi,,,
Lake McAlester,220600020030-04,Secchi,,,
Lake McAlester,220600020030-05,Secchi,,,
Lake McMurtry,620900040240-01,Secchi,,,
Lake McMurtry,620900040240-02,Secchi,18.02,16.53,19.52
Lake McMurtry,620900040240-03,Secchi,2.99,1.5,4.5
Lake McMurtry,620900040240-04,Secchi,,,
Lake McMurtry,620900040240-05,Secchi,,,
Lake Murray,311100020090-01,Secchi,95.07,94.98,95.16
Lake Murray,311100020090-02,Secchi,-38.43,-41.41,-35.43
Lake Murray,311100020090-03,Secchi,-84.04,-86.78,-81.28
Lake Murray,311100020090-04,Secchi,-26.99,-28.89,-25.08
Lake Murray,311100020090-05,Secchi,-202.12,-208.4,-195.72
Lake Overholser,520520000260-01,Secchi,142.98,70.26,227.68
Lake Overholser,520520000260-02,Secchi,25.22,24.3,26.14
Lake Overholser,520520000260-03,Secchi,-62.88,-68.67,-56.88
Lake Overholser,520520000260-04,Secchi,,,
Lake Overholser,520520000260-05,Secchi,,,
Lake Ozzie Cobb,410300020220-01,Secchi,,,
Lake Ozzie Cobb,410300020220-02,Secchi,,,
Lake Ozzie Cobb,410300020220-03,Secchi,,,
Lake Pawhuska,121300030230-01,Secchi,,,
Lake Pawhuska,121300030230-02,Secchi,-581.53,-606.26,-556.73
Lake Pawhuska,121300030230-03,Secchi,-534.62,-557.42,-511.76
Lake Ponca,621200020210-01,Secchi,-80.47,-80.63,-80.3
Lake Ponca,621200020210-02,Secchi,-47.11,-47.2,-47.02
Lake Ponca,621200020210-03,Secchi,-82.88,-83.04,-82.73
Lake Ponca,621200020210-04,Secchi,,,
Lake Ponca,621200020210-05,Secchi,,,
Lake Raymond Gary,410300010040-01,Secchi,-127.34,-128.05,-126.64
Lake Raymond Gary,410300010040-02,Secchi,-135.56,-136.3,-134.81
Lake Raymond Gary,410300010040-03,Secchi,,,
Lake Raymond Gary,410300010040-04,Secchi,,,
Lake Raymond Gary,410300010040-05,Secchi,,,
Lake Sahoma,120420020130-01,Secchi,97.24,97.14,97.34
Lake Sahoma,120420020130-02,Secchi,129.05,128.92,129.17
Lake Sahoma,120420020130-03,Secchi,228.13,227.89,228.37
Lake Sahoma,120420020130-04,Secchi,,,
Lake Sahoma,120420020130-05,Secchi,,,
Lake Stanley Draper,520810000130-01,Secchi,132.82,98.2,169.59
Lake Stanley Draper,520810000130-02,Secchi,90.99,67.56,115.71
Lake Stanley Draper,520810000130-03,Secchi,28.2,-11.26,71.82
Lake Stanley Draper,520810000130-04,Secchi,14.74,-2.86,33.14
Lake Stanley Draper,520810000130-05,Secchi,,,
Lake Texoma,310800010011-03,Secchi,1045.74,996.84,1094.82
Lake Texoma,310800010011-04,Secchi,1450.61,1381.67,1519.93
Lake Texoma,311100010020-01,Secchi,-203.46,-212.54,-194.36
Lake Texoma,311100010020-02,Secchi,791.51,754.86,828.28
Lake Texoma,311100010030-05,Secchi,1291.65,1230.73,1352.85
Lake Texoma,311100010030-06,Secchi,896.22,854.55,938.04
Lake Texoma,311100010030-07,Secchi,2.97,2.96,2.97
Lake Texoma,311100010030-08,Secchi,1495.9,1424.69,1567.53
Lake Texoma,311100010030-09,Secchi,355.03,338.84,371.25
Lake Texoma,311100010030-10,Secchi,1616.25,1538.95,1694.04
Lake Texoma,311100010030-11,Secchi,72.58,69.32,75.85
Lake Texoma,311100010080-12,Secchi,-180.02,-180.4,-179.63
Lake Texoma,311100010080-13,Secchi,-161.32,-161.64,-161.01
Lake Thunderbird,520810000020-01,Secchi,-2.55,-10.35,5.89
Lake Thunderbird,520810000020-02,Secchi,-23.21,-26.33,-19.98
Lake Thunderbird,520810000020-03,Secchi,-33.7,-38.07,-29.11
Lake Thunderbird,520810000020-04,Secchi,-22.79,-27.21,-18.14
Lake Thunderbird,520810000020-05,Secchi,-31.85,-34.31,-29.33
Lake Thunderbird,520810000020-06,Secchi,-56.3,-59.15,-53.34
Lake Thunderbird,520810000020-07,Secchi,-594.29,-629.89,-557.85
Lake Thunderbird,520810000020-08,Secchi,-463.12,-476.24,-448.4
Lake Thunderbird,520810000020-11,Secchi,-135.47,-191.56,-64.66
Lake Thunderbird,520810000020-12,Secchi,-12.56,-15.06,-10.03
Lake Thunderbird,520810000020-20,Secchi,,,
Lake Vanderwork,310830020110-01,Secchi,,,
Lake Vanderwork,310830020110-02,Secchi,,,
Lake Vanderwork,310830020110-03,Secchi,,,
Lake Vincent,520620050200-01,Secchi,,,
Lake Vincent,520620050200-02,Secchi,,,
Lake Vincent,520620050200-03,Secchi,,,
Lake Wayne Wallace,220100040150-01,Secchi,33.33,24.2,43.24
Lake Wayne Wallace,220100040150-02,Secchi,,,
Lake Wayne Wallace,220100040150-03,Secchi,,,
Langston Lake,620900030180-01,Secchi,,,
Langston Lake,620900030180-02,Secchi,,,
Langston Lake,620900030180-03,Secchi,,,
Langston Lake,620900030180-04,Secchi,,,
Langston Lake,620900030180-05,Secchi,,,
Liberty Lake,620910040080-01,Secchi,,,
Liberty Lake,620910040080-02,Secchi,,,
Liberty Lake,620910040080-03,Secchi,,,
Lloyd Church,220100040100-01,Secchi,,,
Lloyd Church,220100040100-02,Secchi,,,
Lloyd Church,220100040100-03,Secchi,,,
Lone Chimney Lake,621200030060-01,Secchi,503.93,457.43,551.83
Lone Chimney Lake,621200030060-02,Secchi,254.89,230.14,280.12
Lone Chimney Lake,621200030060-03,Secchi,-59.31,-59.45,-59.17
Lone Chimney Lake,621200030060-04,Secchi,,,
Lone Chimney Lake,621200030060-05,Secchi,,,
McGee Creek Reservoir,410400070020-01,Secchi,595.93,574.85,617.05
McGee Creek Reservoir,410400070020-02,Secchi,258.69,249.69,267.71
McGee Creek Reservoir,410400070020-03,Secchi,507.02,489.2,524.88
McGee Creek Reservoir,410400070020-04,Secchi,310.43,299.6,321.27
McGee Creek Reservoir,410400070020-05,Secchi,1086.38,1047.31,1125.58
Meeker Lake,520700040370-01,Secchi,-9808.41,-9983.53,-9613.34
Meeker Lake,520700040370-02,Secchi,1918.38,1875.37,1961.61
Meeker Lake,520700040370-03,Secchi,-1359.97,-1409.7,-1309.84
Mountain Lake,310800030200-01,Secchi,,,
Mountain Lake,310800030200-02,Secchi,,,
Mountain Lake,310800030200-03,Secchi,,,
New Spiro Lake,220100010050-01,Secchi,21.41,16.11,26.8
New Spiro Lake,220100010050-02,Secchi,15.16,9.4,21.26
New Spiro Lake,220100010050-03,Secchi,-21.18,-23.26,-19.05
Okemah Lake,520700020290-01,Secchi,,,
Okemah Lake,520700020290-02,Secchi,,,
Okemah Lake,520700020290-03,Secchi,,,
Okemah Lake,520700020290-04,Secchi,,,
Okmulgee Lake,520700020040-01,Secchi,,,
Okmulgee Lake,520700020040-02,Secchi,,,
Okmulgee Lake,520700020040-03,Secchi,,,
Okmulgee Lake,520700020040-04,Secchi,,,
Oologah Lake,121510010020-01,Secchi,17.23,-274.44,313.35
Oologah Lake,121510010020-02,Secchi,246.07,235.03,257.13
Oologah Lake,121510010020-03,Secchi,175.63,-66.65,421.74
Oologah Lake,121510010020-04,Secchi,702.13,259.43,1157.39
Oologah Lake,121510010020-05,Secchi,247.69,-67.27,569.15
Oologah Lake,121510010020-06,Secchi,865.51,864.57,866.45
Oologah Lake,121510010020-07,Secchi,987.25,840.79,1134.95
Pauls Valley City Lake,310810010180-01,Secchi,,,
Pauls Valley City Lake,310810010180-02,Secchi,959.65,952.71,966.61
Pauls Valley City Lake,310810010180-03,Secchi,404.58,401.91,407.25
Pauls Valley City Lake,310810010180-04,Secchi,,,
Pauls Valley City Lake,310810010180-05,Secchi,,,
Pawnee Lake,621200030100-01,Secchi,,,
Pawnee Lake,621200030100-02,Secchi,,,
Pawnee Lake,621200030100-03,Secchi,,,
Pawnee Lake,621200030100-04,Secchi,,,
Pawnee Lake,621200030100-05,Secchi,,,
Perry Lake,621200030350-01,Secchi,84.15,84.13,84.18
Perry Lake,621200030350-02,Secchi,,,
Perry Lake,621200030350-03,Secchi,,,
Perry Lake,621200030350-04,Secchi,,,
Perry Lake,621200030350-05,Secchi,,,
Pine Creek Lake,410210020020-01,Secchi,-36.62,-85.95,16.99
Pine Creek Lake,410210020020-02,Secchi,-49.93,-63.59,-35.94
Pine Creek Lake,410210020020-03,Secchi,-6.7,-90.37,90.86
Pine Creek Lake,410210020020-04,Secchi,-82.45,-177.29,32.14
Pine Creek Lake,410210020020-05,Secchi,27.14,-63.63,133.95
Prague City Lake,520700040220-01,Secchi,29.72,29.44,30.01
Prague City Lake,520700040220-02,Secchi,80.67,79.73,81.62
Prague City Lake,520700040220-03,Secchi,72.26,71.44,73.08
Purcell Lake,520610030040-01,Secchi,84.46,55.95,120.12
Purcell Lake,520610030040-02,Secchi,71.62,48.53,99.43
Purcell Lake,520610030040-03,Secchi,64.88,43.41,90.5
RC Longmire Lake,310810010186-01,Secchi,-91.36,-91.47,-91.26
RC Longmire Lake,310810010186-02,Secchi,-171.85,-175.37,-168.3
RC Longmire Lake,310810010186-03,Secchi,-123.1,-124.77,-121.43
RC Longmire Lake,310810010186-04,Secchi,,,
RC Longmire Lake,310810010186-05,Secchi,,,
Robert S. Kerr Reservoir,220200020020-01,Secchi,,,
Robert S. Kerr Reservoir,220200020020-02,Secchi,,,
Robert S. Kerr Reservoir,220200020020-03,Secchi,,,
Robert S. Kerr Reservoir,220200020020-04,Secchi,,,
Robert S. Kerr Reservoir,220200020020-05,Secchi,,,
Robert S. Kerr Reservoir,220200020020-06,Secchi,,,
Rock Creek Reservoir,310800030120-01,Secchi,,,
Rock Creek Reservoir,310800030120-02,Secchi,,,
Rock Creek Reservoir,310800030120-03,Secchi,,,
Rocky Lake,311500030060-01,Secchi,,,
Rocky Lake,311500030060-02,Secchi,,,
Rocky Lake,311500030060-03,Secchi,,,
Rocky Lake,311500030060-04,Secchi,,,
Rocky Lake,311500030060-05,Secchi,,,
Sardis Lake,410310030020-01,Secchi,,,
Sardis Lake,410310030020-02,Secchi,,,
Sardis Lake,410310030020-03,Secchi,,,
Sardis Lake,410310030020-04,Secchi,,,
Sardis Lake,410310030020-05,Secchi,,,
Shawnee Twin #1 Lake,520510000280-01,Secchi,-168.95,-273.21,-55.57
Shawnee Twin #1 Lake,520510000280-02,Secchi,-133.45,-220.22,-39.63
Shawnee Twin #1 Lake,520510000280-03,Secchi,-113.24,-113.53,-112.94
Shawnee Twin #1 Lake,520510000280-04,Secchi,-132.85,-133.2,-132.51
Shawnee Twin #1 Lake,520510000280-05,Secchi,,,
Shawnee Twin #2 Lake,520510000300-01,Secchi,-43.4,-43.52,-43.28
Shawnee Twin #2 Lake,520510000300-02,Secchi,15.69,15.65,15.73
Shawnee Twin #2 Lake,520510000300-03,Secchi,6.01,6,6.03
Shawnee Twin #2 Lake,520510000300-04,Secchi,,,
Shawnee Twin #2 Lake,520510000300-05,Secchi,,,
Shell Lake,120420010250-01,Secchi,,,
Shell Lake,120420010250-02,Secchi,,,
Shell Lake,120420010250-03,Secchi,,,
Shell Lake,120420010250-04,Secchi,,,
Shell Lake,120420010250-05,Secchi,,,
Skiatook Lake,121300040080-01,Secchi,734.5,700.71,768.38
Skiatook Lake,121300040080-02,Secchi,3267.08,1558.19,5184.96
Skiatook Lake,121300040080-03,Secchi,1851.87,359.39,3508.57
Skiatook Lake,121300040080-04,Secchi,2880.87,2163.61,3628.54
Skiatook Lake,121300040080-05,Secchi,2810.78,1568.29,4162.21
Skiatook Lake,121300040080-06,Secchi,1227.79,-95.25,2680.92
Skiatook Lake,121300040080-07,Secchi,2030.93,708.39,3480.31
Sooner Reservoir,621200020130-01,Secchi,,,
Sooner Reservoir,621200020130-02,Secchi,,,
Sooner Reservoir,621200020130-03,Secchi,,,
Sooner Reservoir,621200020130-04,Secchi,,,
Sooner Reservoir,621200020130-05,Secchi,,,
Spavinaw Lake,121600050020-01,Secchi,-59.81,-59.92,-59.71
Spavinaw Lake,121600050020-02,Secchi,-32.69,-32.73,-32.64
Spavinaw Lake,121600050020-03,Secchi,1.63,1.62,1.63
Spavinaw Lake,121600050020-04,Secchi,,,
Spavinaw Lake,121600050020-05,Secchi,,,
Sportsman Lake,520500020220-01,Secchi,,,
Sportsman Lake,520500020220-02,Secchi,,,
Sportsman Lake,520500020220-03,Secchi,,,
Sportsman Lake,520500020220-04,Secchi,,,
Sportsman Lake,520500020220-05,Secchi,,,
Stilwell City Lake,220200030120-01,Secchi,-47.43,-47.46,-47.41
Stilwell City Lake,220200030120-02,Secchi,-44.83,-44.85,-44.81
Stilwell City Lake,220200030120-03,Secchi,-42.18,-42.2,-42.16
Stroud Lake,520700030240-01,Secchi,,,
Stroud Lake,520700030240-02,Secchi,,,
Stroud Lake,520700030240-03,Secchi,,,
Stroud Lake,520700030240-04,Secchi,,,
Stroud Lake,520700030240-05,Secchi,,,
Talawanda Lake #1,220600020060-01,Secchi,,,
Talawanda Lake #1,220600020060-02,Secchi,,,
Talawanda Lake #1,220600020060-03,Secchi,,,
Talawanda Lake #2,220600020050-01,Secchi,15.89,15.86,15.92
Talawanda Lake #2,220600020050-02,Secchi,94.07,93.88,94.25
Talawanda Lake #2,220600020050-03,Secchi,,,
Taylor (Marlow) Lake,310810050060-01,Secchi,,,
Taylor (Marlow) Lake,310810050060-02,Secchi,,,
Taylor (Marlow) Lake,310810050060-03,Secchi,,,
Tecumseh Lake,520510000220-01,Secchi,-17.46,-27.62,-6.03
Tecumseh Lake,520510000220-02,Secchi,,,
Tecumseh Lake,520510000220-03,Secchi,-19.63,-20.13,-19.14
Tenkiller Ferry Lake,121700020020-01,Secchi,24.55,22.62,26.51
Tenkiller Ferry Lake,121700020020-02,Secchi,103.53,103.46,103.6
Tenkiller Ferry Lake,121700020020-07,Secchi,29.44,-62.81,135.08
Tenkiller Ferry Lake,121700020220-03,Secchi,-63.87,-64.04,-63.7
Tenkiller Ferry Lake,121700020220-04,Secchi,6.49,6.49,6.49
Tenkiller Ferry Lake,121700020220-05,Secchi,-1.84,-1.84,-1.83
Tenkiller Ferry Lake,121700020220-06,Secchi,89.21,89.15,89.27
Tom Steed Reservoir,311500020060-01,Secchi,126.61,99.83,154.8
Tom Steed Reservoir,311500020060-02,Secchi,227.31,158.11,305.95
Tom Steed Reservoir,311500020060-03,Secchi,-89.3,-170.79,1.84
Tom Steed Reservoir,311500020060-04,Secchi,,,
Tom Steed Reservoir,311500020060-05,Secchi,,,
Tom Steed Reservoir,311500020060-06,Secchi,,,
WR Holway,121600020050-01,Secchi,125.98,80.53,174.41
WR Holway,121600020050-02,Secchi,94.19,39.83,153.84
WR Holway,121600020050-03,Secchi,156.19,103.68,213.36
WR Holway,121600020050-04,Secchi,,,
WR Holway,121600020050-05,Secchi,,,
Walters (Dave Boyer) Lake,311300010080-01,Secchi,,,
Walters (Dave Boyer) Lake,311300010080-02,Secchi,,,
Walters (Dave Boyer) Lake,311300010080-03,Secchi,,,
Waurika Lake,311210000020-01,Secchi,,,
Waurika Lake,311210000020-02,Secchi,,,
Waurika Lake,311210000020-03,Secchi,,,
Waurika Lake,311210000020-04,Secchi,,,
Waurika Lake,311210000020-05,Secchi,30.77,27.54,34.08
Waxhoma Lake,121300020190-01,Secchi,,,
Waxhoma Lake,121300020190-02,Secchi,,,
Waxhoma Lake,121300020190-03,Secchi,,,
Webbers Falls Reservoir,120400010070-01,Secchi,,,
Webbers Falls Reservoir,120400010070-02,Secchi,,,
Webbers Falls Reservoir,120400010070-03,Secchi,,,
Webbers Falls Reservoir,120400010070-04,Secchi,,,
Webbers Falls Reservoir,120400010070-05,Secchi,,,
Webbers Falls Reservoir,120400010070-06,Secchi,,,
Weleetka,520500010220-01,Secchi,,,
Weleetka,520500010220-02,Secchi,,,
Wes Watkins Reservoir,520510000255-01,Secchi,-55.93,-55.95,-55.91
Wes Watkins Reservoir,520510000255-02,Secchi,-46.09,-46.1,-46.08
Wes Watkins Reservoir,520510000255-03,Secchi,-20.32,-28.6,-11.61
Wes Watkins Reservoir,520510000255-04,Secchi,100.11,98.86,101.37
Wes Watkins Reservoir,520510000255-05,Secchi,,,
Wetumka Lake,520500010270-01,Secchi,,,
Wetumka Lake,520500010270-02,Secchi,,,
Wetumka Lake,520500010270-03,Secchi,,,
Wewoka Lake,520500020190-01,Secchi,,,
Wewoka Lake,520500020190-02,Secchi,,,
Wewoka Lake,520500020190-03,Secchi,,,
Wewoka Lake,520500020190-04,Secchi,,,
Wewoka Lake,520500020190-05,Secchi,,,
Wiley Post Memorial (Maysville) Lake,310810010220-01,Secchi,5032.78,3382,6889.12
Wiley Post Memorial (Maysville) Lake,310810010220-02,Secchi,4121.09,2432.72,6031.41
Wiley Post Memorial (Maysville) Lake,310810010220-03,Secchi,-28.29,-28.29,-28.28
Wiley Post Memorial (Maysville) Lake,310810010220-04,Secchi,4067.43,2631.38,5661.84
Wiley Post Memorial (Maysville) Lake,310810010220-05,Secchi,134.91,133.03,136.81
Wister Lake,220100020020-01,Secchi,,,
Wister Lake,220100020020-02,Secchi,-9.07,-9.08,-9.06
Wister Lake,220100020020-03,Secchi,-3.66,-3.66,-3.66
Wister Lake,220100020020-04,Secchi,-35.5,-35.53,-35.48
Wister Lake,220100020020-05,Secchi,17.83,17.81,17.84
Altus Reservoir,311510010020-01,Alkalinity,-12.82,-12.82,-12.81
Altus Reservoir,311510010020-02,Alkalinity,,,
Altus Reservoir,311510010020-03,Alkalinity,,,
Altus Reservoir,311510010020-04,Alkalinity,,,
Altus Reservoir,311510010020-05,Alkalinity,,,
American Horse Lake,520620010100-01,Alkalinity,,,
American Horse Lake,520620010100-02,Alkalinity,,,
American Horse Lake,520620010100-03,Alkalinity,,,
Arbuckle Reservoir,310800020100-01,Alkalinity,,,
Arbuckle Reservoir,310800020100-02,Alkalinity,,,
Arbuckle Reservoir,310800020100-03,Alkalinity,,,
Arbuckle Reservoir,310800020100-04,Alkalinity,,,
Arbuckle Reservoir,310800020100-05,Alkalinity,-35.63,-41.58,-29.58
Arcadia Lake,520710020020-01,Alkalinity,132.76,114.58,153.01
Arcadia Lake,520710020020-02,Alkalinity,5405.45,5069.93,5764.56
Arcadia Lake,520710020020-03,Alkalinity,7818.96,7147.64,8570.13
Arcadia Lake,520710020020-04,Alkalinity,-27.99,-29.36,-26.6
Arcadia Lake,520710020020-05,Alkalinity,-15.15,-16.82,-13.45
Ardmore City Lake,310800030070-01,Alkalinity,15.69,15.69,15.69
Ardmore City Lake,310800030070-02,Alkalinity,,,
Ardmore City Lake,310800030070-03,Alkalinity,,,
Atoka Lake,410400080020-01,Alkalinity,,,
Atoka Lake,410400080020-02,Alkalinity,,,
Atoka Lake,410400080020-03,Alkalinity,,,
Atoka Lake,410400080020-04,Alkalinity,,,
Atoka Lake,410400080020-05,Alkalinity,-15.96,-15.98,-15.94
Bellcow Lake,520720040025-01,Alkalinity,,,
Bellcow Lake,520720040025-02,Alkalinity,,,
Bellcow Lake,520720040025-03,Alkalinity,-2.03,-2.03,-2.03
Bellcow Lake,520720040025-04,Alkalinity,,,
Bellcow Lake,520720040025-05,Alkalinity,,,
Birch Lake,121300030040-01,Alkalinity,,,
Birch Lake,121300030040-02,Alkalinity,,,
Birch Lake,121300030040-03,Alkalinity,,,
Birch Lake,121300030040-04,Alkalinity,2200.63,1163.34,3294.34
Birch Lake,121300030040-05,Alkalinity,,,
Bixhoma Lake,120410010190-01,Alkalinity,,,
Bixhoma Lake,120410010190-02,Alkalinity,,,
Bixhoma Lake,120410010190-03,Alkalinity,,,
Bluestem Lake,121300030300-01,Alkalinity,28.19,27.08,29.3
