Stream,WaterbodySiteName,County,State,Country,USGS_ID,Monitoring_ID,Parameter,TrendConc,TrendConcNum,ConcentrationTrend,ChangeinConc_mg,Units_mg,ChangeinConc_ug,Units_ug,PerChangeConc,TrendFlux,TrendFluxNum,FluxTrend,ChangeinFlux,PerChangeFlux,Method,Latitude,Longitude,N
Neosho River,"Neosho River, SH 82, Langley",Mayes,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-95.06,98
Neosho River,"Neosho River, SH 82, Langley",Mayes,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-95.06,158
Neosho River,"Neosho River, SH 82, Langley",Mayes,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,1.586,uS/cm,1.586,uS/cm,0.1245,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-95.06,155
Neosho River,"Neosho River, SH 82, Langley",Mayes,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,0.648,mg/L,0.648,mg/L,0.1121,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-95.06,154
Neosho River,"Neosho River, SH 82, Langley",Mayes,OK,US,,,Total Nitrogen,Somewhat Likely Upward,-2,↑↑,0.01181,mg/L,11.81,ug/L,0.2486,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-95.06,158
Neosho River,"Neosho River, US 412, Chouteau",Mayes,OK,US,7191500,121600010280-001AT,Total Nitrogen,No Likely Trend,0,No Significant Trend,-0.0193,mg/L,-19.3,ug/L,-0.016,Highly Likely Upward,-3,↑↑↑,2.65 10^6 kg/year,0.2451,EGRET,36.18,-95.28,
Neosho River,"Neosho River, US 412, Chouteau",Mayes,OK,US,7191500,121600010280-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.129,mg/L,-129,ug/L,-0.4419,No Likely Trend,0,No Significant Trend,-0.0795 10^6 kg/year,-0.0638,EGRET,36.18,-95.28,
Neosho River,"Neosho River, US 412, Chouteau",Mayes,OK,US,7191500,121600010280-001AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,63.2,uS/cm,63.2,uS/cm,0.2368,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.18,-95.28,
Neosho River,"Neosho River, US 412, Chouteau",Mayes,OK,US,7191500,121600010280-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,14.9,mg/L,14.9,mg/L,0.1228,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.18,-95.28,
Neosho River,"Neosho River, US 412, Chouteau",Mayes,OK,US,7191500,121600010280-001AT,Chlorophyll a,Likely Downward,1,↓,-4.81,ug/L,-4.81,ug/L,0.2556,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.18,-95.28,
Neosho River,"Neosho River, US 412, Chouteau",Mayes,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.2,NTU,-0.2,NTU,-0.2867,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-95.28,140
Neosho River,"Neosho River, US 412, Chouteau",Mayes,OK,US,,,Dissolved oxygen,Somewhat Likely Upward,-2,↑↑,0.04841,mg/L,0.04841,mg/L,0.1134,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-95.28,142
Neosho River,"Neosho River, US 412, Chouteau",Mayes,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-95.28,142
North Canadian River,"North Canadian River, off US 62, Harrah",Oklahoma,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-3.86,NTU,-3.86,NTU,-0.7419,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.5,-97.19,81
North Canadian River,"North Canadian River, off US 62, Harrah",Oklahoma,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.5,-97.19,82
North Canadian River,"North Canadian River, off US 62, Harrah",Oklahoma,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.5,-97.19,82
North Canadian River,"North Canadian River, off US 62, Harrah",Oklahoma,OK,US,,,Total Phosphorus,Highly Likely Upward,-3,↑↑↑,0.05415,mg/L,54.15,ug/L,0.4058,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.5,-97.19,81
North Canadian River,"North Canadian River, off US 62, Harrah",Oklahoma,OK,US,,,Specific Conductance,Highly Likely Downward,3,↓↓↓,-40.3,uS/cm,-40.3,uS/cm,-0.4479,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.5,-97.19,80
North Canadian River,"North Canadian River, off US 62, Harrah",Oklahoma,OK,US,,,Total hardness,Highly Likely Downward,3,↓↓↓,-15.83,mg/L,-15.83,mg/L,-0.7752,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.5,-97.19,78
North Canadian River,"North Canadian River, off US 62, Harrah",Oklahoma,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.3365,mg/L,336.5,ug/L,0.5745,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.5,-97.19,80
North Canadian River,"North Canadian River, SH 3E, Shawnee",Pottawatomie,OK,US,,,Dissolved oxygen,Likely Upward,-1,↑,0.1129,mg/L,0.1129,mg/L,0.1252,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.33,-96.87,86
North Canadian River,"North Canadian River, SH 3E, Shawnee",Pottawatomie,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.33,-96.87,88
North Canadian River,"North Canadian River, SH 3E, Shawnee",Pottawatomie,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-1.259,NTU,-1.259,NTU,-0.5605,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.33,-96.87,88
North Canadian River,"North Canadian River, SH 3E, Shawnee",Pottawatomie,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.33,-96.87,51
North Canadian River,"North Canadian River, SH 3E, Shawnee",Pottawatomie,OK,US,,,Total Phosphorus,Somewhat Likely Upward,-2,↑↑,0.01847,mg/L,18.47,ug/L,0.2457,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,35.33,-96.87,90
North Canadian River,"North Canadian River, SH 3E, Shawnee",Pottawatomie,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,18.54,uS/cm,18.54,uS/cm,0.2112,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.33,-96.87,88
North Canadian River,"North Canadian River, SH 3E, Shawnee",Pottawatomie,OK,US,,,Total hardness,Likely Upward,-1,↑,2.992,mg/L,2.992,mg/L,0.1245,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.33,-96.87,88
North Canadian River,"North Canadian River, SH 3E, Shawnee",Pottawatomie,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.09324,mg/L,93.24,ug/L,0.2466,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.33,-96.87,90
North Canadian River,"North Canadian River, US 281, Seiling",Major,OK,US,,,Dissolved oxygen,Likely Upward,-1,↑,0.02995,mg/L,0.02995,mg/L,0.0662,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-98.92,163
North Canadian River,"North Canadian River, US 281, Seiling",Major,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.1269,deg C,0.1269,deg C,0.1599,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-98.92,164
North Canadian River,"North Canadian River, US 281, Seiling",Major,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.6862,NTU,-0.6862,NTU,-3.3792,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-98.92,164
North Canadian River,"North Canadian River, US 281, Seiling",Major,OK,US,,,Chlorophyll a,Somewhat Likely Upward,-2,↑↑,0.7678,ug/L,0.7678,ug/L,0.582,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,36.18,-98.92,59
North Canadian River,"North Canadian River, US 281, Seiling",Major,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-98.92,163
North Canadian River,"North Canadian River, US 281, Seiling",Major,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,8.254,uS/cm,8.254,uS/cm,0.1101,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-98.92,163
North Canadian River,"North Canadian River, US 281, Seiling",Major,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,8.404,mg/L,8.404,mg/L,0.2958,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-98.92,162
North Canadian River,"North Canadian River, US 281, Seiling",Major,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.18,-98.92,164
Canadian River (Woodward),"North Canadian River, US 412, Woodward",Woodward,OK,US,7237500,720500010140-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.719,mg/L,719,ug/L,0.4096,Highly Likely Downward,3,↓↓↓,-0.0631 10^6 kg/year,-0.4766,EGRET,36.44,-99.28,
Canadian River (Woodward),"North Canadian River, US 412, Woodward",Woodward,OK,US,7237500,720500010140-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.186,mg/L,-186,ug/L,1.4499,Highly Likely Downward,3,↓↓↓,-0.039 10^6 kg/year,-0.2933,EGRET,36.44,-99.28,
Canadian River (Woodward),"North Canadian River, US 412, Woodward",Woodward,OK,US,7237500,720500010140-001AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,682,uS/cm,682,uS/cm,0.441,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.44,-99.28,
Canadian River (Woodward),"North Canadian River, US 412, Woodward",Woodward,OK,US,7237500,720500010140-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,119,mg/L,119,mg/L,0.2289,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.44,-99.28,
Canadian River (Woodward),"North Canadian River, US 412, Woodward",Woodward,OK,US,7237500,720500010140-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,-5.26,ug/L,-5.26,ug/L,0.2485,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.44,-99.28,
North Canadian River,"North Canadian River, US 412, Woodward",Woodward,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.07053,mg/L,0.07053,mg/L,0.1422,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-99.28,157
North Canadian River,"North Canadian River, US 412, Woodward",Woodward,OK,US,,,"Temperature, water",Somewhat Likely Upward,-2,↑↑,0.1165,deg C,0.1165,deg C,0.1324,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-99.28,159
North Canadian River,"North Canadian River, US 412, Woodward",Woodward,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.2064,NTU,-0.2064,NTU,-0.4607,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-99.28,160
North Canadian River,"North Canadian River, US 75, Wetumka",Hughes,OK,US,7242000,520510000010-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,1.09,mg/L,1090,ug/L,0.5346,Likely Upward,-1,↑,0.416 10^6 kg/year,0.1776,EGRET,35.26,-96.21,
North Canadian River,"North Canadian River, US 75, Wetumka",Hughes,OK,US,7242000,520510000010-001AT,Total Phosphorus,Highly Likely Upward,-3,↑↑↑,0.15,mg/L,150,ug/L,0.3083,No Likely Trend,0,No Significant Trend,0.0521 10^6 kg/year,0.0738,EGRET,35.26,-96.21,
North Canadian River,"North Canadian River, US 75, Wetumka",Hughes,OK,US,7242000,520510000010-001AT,Specific Conductance,No Likely Trend,0,No Significant Trend,9,uS/cm,9,uS/cm,0.0124,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.26,-96.21,
North Canadian River,"North Canadian River, US 75, Wetumka",Hughes,OK,US,7242000,520510000010-001AT,Total hardness,No Likely Trend,0,No Significant Trend,-18.4,mg/L,-18.4,mg/L,-0.0692,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.26,-96.21,
North Canadian River,"North Canadian River, US 75, Wetumka",Hughes,OK,US,7242000,520510000010-001AT,Chlorophyll a,Likely Upward,-1,↑,40.4,ug/L,40.4,ug/L,0.3958,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.26,-96.21,
North Canadian River,"North Canadian River, US 75, Wetumka",Hughes,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.1032,mg/L,0.1032,mg/L,0.2148,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-96.21,171
North Canadian River,"North Canadian River, US 75, Wetumka",Hughes,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-96.21,172
North Canadian River,"North Canadian River, US 75, Wetumka",Hughes,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-1.836,NTU,-1.836,NTU,-0.6616,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.26,-96.21,172
North Canadian River,"North Canadian River, US 81, El Reno",Canadian,OK,US,7239500,520530000010-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.349,mg/L,349,ug/L,0.4148,No Likely Trend,0,No Significant Trend,0.01 10^6 kg/year,0.0353,EGRET,35.56,-97.96,
North Canadian River,"North Canadian River, US 81, El Reno",Canadian,OK,US,7239500,520530000010-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,0.0156,mg/L,15.6,ug/L,0.0988,Somewhat Likely Downward,2,↓↓,-0.0128 10^6 kg/year,-0.1954,EGRET,35.56,-97.96,
North Canadian River,"North Canadian River, US 81, El Reno",Canadian,OK,US,7239500,520530000010-001AT,Specific Conductance,Likely Upward,-1,↑,76.2,uS/cm,76.2,uS/cm,0.0538,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.56,-97.96,
North Canadian River,"North Canadian River, US 81, El Reno",Canadian,OK,US,7239500,520530000010-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,112,mg/L,112,mg/L,0.2579,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.56,-97.96,
North Canadian River,"North Canadian River, US 81, El Reno",Canadian,OK,US,7239500,520530000010-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,2.3,ug/L,2.3,ug/L,0.1123,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.56,-97.96,
North Canadian River,"North Canadian River, US 81, El Reno",Canadian,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.56,-97.96,177
North Canadian River,"North Canadian River, US 81, El Reno",Canadian,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.56,-97.96,178
North Canadian River,"North Canadian River, US 81, El Reno",Canadian,OK,US,,,"Temperature, water",Somewhat Likely Upward,-2,↑↑,0.07785,deg C,0.07785,deg C,0.102,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.56,-97.96,177
North Fork Red River,"North Fork of Red River, US 62, Headrick",Tillman,OK,US,7305000,311500010020-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.282,mg/L,282,ug/L,0.2836,Likely Upward,-1,↑,0.379 10^6 kg/year,1.0166,EGRET,34.64,-99.1,
North Fork Red River,"North Fork of Red River, US 62, Headrick",Tillman,OK,US,7305000,311500010020-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,-0.0129,mg/L,-12.9,ug/L,-0.082,Highly Likely Upward,-3,↑↑↑,0.23 10^6 kg/year,1.5453,EGRET,34.64,-99.1,
North Fork Red River,"North Fork of Red River, US 62, Headrick",Tillman,OK,US,7305000,311500010020-001AT,Specific Conductance,Likely Downward,1,↓,-438,uS/cm,-438,uS/cm,-0.0461,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.64,-99.1,
North Fork Red River,"North Fork of Red River, US 62, Headrick",Tillman,OK,US,7305000,311500010020-001AT,Total hardness,No Likely Trend,0,No Significant Trend,-9.54,mg/L,-9.54,mg/L,-0.009,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.64,-99.1,
North Fork Red River,"North Fork of Red River, US 62, Headrick",Tillman,OK,US,7305000,311500010020-001AT,Chlorophyll a,Likely Downward,1,↓,-9.24,ug/L,-9.24,ug/L,-0.3001,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.64,-99.1,
North Fork of the Red River,"North Fork of Red River, US 62, Headrick",Tillman,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.417,NTU,-0.417,NTU,-2.2129,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.64,-99.1,222
North Fork of the Red River,"North Fork of Red River, US 62, Headrick",Tillman,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.64,-99.1,215
North Fork of the Red River,"North Fork of Red River, US 62, Headrick",Tillman,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.64,-99.1,216
North Fork of the Red River,North Fork of The Red River near Tipton,Bryan,OK,US,,,Dissolved oxygen,Somewhat Likely Downward,2,↓↓,-0.611,mg/L,-0.611,mg/L,-0.4806,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,34.51,-99.21,37
North Fork of the Red River,North Fork of The Red River near Tipton,Bryan,OK,US,,,"Temperature, water",Likely Downward,1,↓,-0.3742,deg C,-0.3742,deg C,-0.1273,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.51,-99.21,37
North Fork of the Red River,North Fork of The Red River near Tipton,Bryan,OK,US,,,Turbidity,Likely Upward,-1,↑,5.921,NTU,5.921,NTU,0.8872,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.51,-99.21,38
North Fork of the Red River,North Fork of The Red River near Tipton,Bryan,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.51,-99.21,40
North Fork of the Red River,North Fork of The Red River near Tipton,Bryan,OK,US,,,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.0574,mg/L,-57.4,ug/L,-3.1537,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.51,-99.21,40
North Fork of the Red River,North Fork of The Red River near Tipton,Bryan,OK,US,,,Specific Conductance,Highly Likely Downward,3,↓↓↓,-851.1,uS/cm,-851.1,uS/cm,-1.3,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.51,-99.21,37
North Fork of the Red River,North Fork of The Red River near Tipton,Bryan,OK,US,,,Total hardness,Likely Downward,1,↓,-62.85,mg/L,-62.85,mg/L,-0.4867,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.51,-99.21,38
North Fork of the Red River,North Fork of The Red River near Tipton,Bryan,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.51,-99.21,40
North Fork of the Red River,"North Fork of The Red River, SH 34, Carter",Beckham,OK,US,7301500,311510010010-001AT,Total Nitrogen,Likely Downward,1,↓,-0.132,mg/L,-132,ug/L,-0.1153,Highly Likely Downward,3,↓↓↓,-0.0463 10^6 kg/year,-0.2509,EGRET,35.17,-99.51,
North Fork of the Red River,"North Fork of The Red River, SH 34, Carter",Beckham,OK,US,7301500,311510010010-001AT,Total Phosphorus,Somewhat Likely Downward,2,↓↓,-0.0715,mg/L,-71.5,ug/L,-0.5021,Likely Downward,1,↓,-0.0678 10^6 kg/year,-0.6515,EGRET,35.17,-99.51,
North Fork of the Red River,"North Fork of The Red River, SH 34, Carter",Beckham,OK,US,7301500,311510010010-001AT,Specific Conductance,Likely Upward,-1,↑,177,uS/cm,177,uS/cm,0.2037,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.17,-99.51,
North Fork of the Red River,"North Fork of The Red River, SH 34, Carter",Beckham,OK,US,7301500,311510010010-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,281,mg/L,281,mg/L,0.1066,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.17,-99.51,
North Fork of the Red River,"North Fork of The Red River, SH 34, Carter",Beckham,OK,US,7301500,311510010010-001AT,Chlorophyll a,Likely Downward,1,↓,-1.2,ug/L,-1.2,ug/L,-0.0985,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.17,-99.51,
North Fork of the Red River,"North Fork of The Red River, SH 34, Carter",Beckham,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.3517,NTU,-0.3517,NTU,-1.3861,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.17,-99.51,171
North Fork of the Red River,"North Fork of The Red River, SH 34, Carter",Beckham,OK,US,,,Dissolved oxygen,Somewhat Likely Upward,-2,↑↑,0.02984,mg/L,0.02984,mg/L,0.0759,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.17,-99.51,169
